,towns,lon,lat
1559,"Manor Livingston, New York",-73.8752102,41.0161634
1560,"Manor of Livingston, New York",-73.8752102,41.0161634
1561,"Manor, New York",-74.1214945,40.6001971
1562,"Manor, Pennsylvania",-79.6700433,40.333958
1563,"Mansfield, Connecticut",-72.2292913,41.788489
1564,"Mansfield, Massachusetts",-71.2190578,42.0334565
1565,"Mansfield, Vermont",-72.2224347,41.7126703
1566,"Mantua, Illinois",-87.6930103,41.4751627
1567,"Manville, Illinois",-88.7661812,41.055033
1568,"Maracellus, New York",-76.3404867,42.9828438
1569,"Marblehead, Massachusetts",-70.8578024,42.4999582
1570,"Marbletown, New York",-74.1131984,41.883426
1571,"Marcellus, New York",-76.3404867,42.9828438
1572,"Mariaville, Maine",-68.4155785,44.7206287
1573,"Marlboro, Maryland",-84.500795,38.0555242
1574,"Marlboro, Massachusetts",-71.5522874,42.3459271
1575,"Marlborough, Connecticut",-72.459634,41.6314378
1576,"Marlborough, Maryland",-76.1767513,38.9126239
1577,"Marlborough, Massachusetts",-71.5522874,42.3459271
1578,"Marlborough, New York",-73.9947563,41.629384
1579,"Marlborough, Vermont",-72.7259271,42.859526
1580,"Marmacotting, New York",-74.0059413,40.7127837
1581,"Maronack, New York",-73.7326309,40.9487097
1582,"Marshall, Maryland",-94.4085946,32.6366275
1583,"Marshallton, Pennsylvania",-76.5394021,40.7867525
1584,"Marshfield, Massachusetts",-70.7055871,42.0917453
1585,"Marshfield, Vermont",-72.3539905,44.3508405
1586,"Martinsburg, New York",-75.4696268,43.7375692
1587,"Martinsburgh, New York",-75.4696268,43.7375692
1588,"Martz, New York",-77.3288022,43.0121932
1589,"Mary, Illinois",-88.6460076,40.2539792
1590,"Maryville, Tennessee",-83.9704593,35.7564719
1591,"Massac, Illinois",-88.7493998,37.2478298
1592,"Massena, New York",-74.891865,44.9281049
1593,"Matthew's Priarie, Missouri",-93.7302158,39.3433492
1594,"Mauvaisterre, Illinois",-90.2283073,39.7360438
1595,"Maxfield, Maine",-68.7522632,45.2833559
1596,"Mayberry, Illinois",-88.4210006,37.9890836
1597,"Mayerstown, Pennsylvania",-76.3027318,40.3745363
1598,"Mayfield, New York",-74.2648563,43.1045171
1599,"Mayslick, Kentucky",-83.8685242,38.5156073
1600,"Maytown, Pennsylvania",-76.5821887,40.0753739
1601,"McConnelstown, Pennsylvania",-78.0816724,40.4525739
1602,"McCord, Illinois",-90.1207034,40.6914664
1603,"McKee's Port, Pennsylvania",-79.8641232,40.3470671
1604,"McKees Port, Pennsylvania",-79.8641232,40.3470671
1605,"McKeesport, Pennsylvania",-79.8641232,40.3470671
1606,"McLean, Arkansas",-92.25894,34.74142
1607,"McLeansboro, Illinois",-88.5356076,38.0933811
1608,"McMinnville, Tennessee",-85.7801453,35.6865889
1609,"Meadsville, Pennsylvania",-80.1514484,41.6414438
1610,"Meadville, Pennsylvania",-80.1514484,41.6414438
1611,"Medencook, Massachusetts",-71.3824374,42.4072107
1612,"Medfield, Massachusetts",-71.3064597,42.1875826
1613,"Medford, Massachusetts",-71.1061639,42.4184296
1614,"Medway, Massachusetts",-71.3967256,42.1417641
1615,"Mendon, Massachusetts",-71.5522859,42.1056525
1616,"Mendon, New York",-77.5048696,42.9976979
1617,"Mentz, New York",-76.6297189,43.0335594
1618,"Mercellus, New York",-76.3404867,42.9828438
1619,"Mercer, Maine",-69.9364462,44.6781171
1620,"Mercer, Massachusetts",-71.387628,41.8138924
1621,"Mercer, Pennsylvania",-80.2397852,41.2270025
1622,"Mercersburg, Pennsylvania",-77.9033314,39.8278698
1623,"Mercillus, New York",-76.3404867,42.9828438
1624,"Meredith, New York",-74.9343272,42.3584155
1625,"Meriden, Connecticut",-72.8070435,41.5381535
1626,"Metheun, Massachusetts",-71.1908924,42.7262016
1627,"Methuen, Massachusetts",-71.1908924,42.7262016
1628,"Mexico, Maine",-70.5433579,44.5571093
1629,"Mexico, New York",-76.2288176,43.4595138
1630,"Miami, Missouri",-93.2279822,39.3214125
1631,"Middle Hero, Vermont",-73.2666666,44.7563888
1632,"Middle Paxton, Pennsylvania",-76.8490328,40.3871185
1633,"Middleboro, Massachusetts",-70.9107708,41.8929942
1634,"Middleborough, Massachusetts",-70.9107708,41.8929942
1635,"Middleburg, New York",-74.3329156,42.598687
1636,"Middleburgh, New York",-74.3329156,42.598687
1637,"Middlebury, Connecticut",-73.1276107,41.5278742
1638,"Middlebury, New York",-78.133638,42.808445
1639,"Middlebury, Vermont",-73.16734,44.0153371
1640,"Middlefield, Massachusetts",-73.0151011,42.3484207
1641,"Middlefield, New York",-74.8398736,42.6872972
1642,"Middlesex, Vermont",-72.6792807,44.2928358
1643,"Middleton, Massachusetts",-71.0161643,42.5950939
1644,"Middleton, Pennsylvania",-78.7458634,40.8856191
1645,"Middletown, Connecticut",-72.6506488,41.5623209
1646,"Middletown, Kentucky",-85.5388489,38.2453487
1647,"Middletown, Maryland",-77.5447102,39.4437123
1648,"Middletown, New York",-74.4229341,41.4459271
1649,"Middletown, Pennsylvania",-76.7310806,40.199814
1650,"Middletown, Rhode Island",-71.2834538,41.5218243
1651,"Middletown, Vermont",-72.7300961,43.2839632
1652,"Mifflin and St. Clair, Pennsylvania",-79.887794,40.293249
1653,"Mifflin, Pennsylvania",-77.4027674,40.5695217
1654,"Milan, New York",-73.7920752,41.9534255
1655,"Milburn, Maine",-69.7113125,44.7651538
1656,"Milford, Connecticut",-73.064036,41.2306979
1657,"Milford, Massachusetts",-71.5163049,42.1398577
1658,"Milford, New York",-74.9451573,42.5906322
1659,"Milford, Pennsylvania",-74.8023882,41.322316
1660,"Millbury, Massachusetts",-71.761522,42.1920719
1661,"Millerstown, Pennsylvania",-77.1547054,40.5495268
1662,"Millertown, Pennsylvania",-79.3814236,40.0245187
1663,"Milo, Maine",-68.985873,45.2536574
1664,"Milton, Massachusetts",-71.0661653,42.2495321
1665,"Milton, New York",-73.9570826,41.6598157
1666,"Milton, Pennsylvania",-76.8477412,41.0120296
1667,"Milton, Vermont",-73.1104112,44.6397701
1668,"Minden, New York",-74.7102958,42.9319435
1669,"Mindon, New York",-77.5048696,42.9976979
1670,"Mine a Burton, Missouri",-92.6121258,39.2147567
1671,"Mine-au-Breton, Missouri",-90.7846242,37.9407509
1672,"Minehead, Vermont",-72.5778415,44.5588028
1673,"Minerva, New York",-73.984302,43.7914527
1674,"Minisink, New York",-74.5346103,41.3338698
1675,"Minot, Maine",-70.3471228,44.1563223
1676,"Minot, Massachusetts",-70.7619867,42.2403789
1677,"Mississippi, Arkansas",-90.0746767,35.8279728
1678,"Mississippi, Illinois",-90.3668194,38.342773
1679,"Missouri, Arkansas",-93.4397386,33.815668
1680,"Missouri, Missouri",-91.8318334,37.9642529
1681,"Mitchell, Arkansas",-90.7722974,35.4099773
1682,"Mitchie, Illinois",-90.3334526,38.2103321
1683,"Mobile, Alabama",-88.0398912,30.6953657
1684,"Mohawk, New York",-75.0040449,43.0114592
1685,"Moniteau, Missouri",-92.5792482,38.5827118
1686,"Monkton, Vermont",-73.1253991,44.2200554
1687,"Monmouth, Maine",-70.0356069,44.238682
1688,"Monmouth, Massachusetts",-70.926976,41.690559
1689,"Monroe, Illinois",-90.1869644,38.2742526
1690,"Monroe, Maine",-69.018094,44.6150724
1691,"Monroe, Massachusetts",-73.0051055,42.7143925
1692,"Monroe, Missouri",-92.0665197,39.5508815
1693,"Monroe, New York",-74.1868135,41.3306493
1694,"Monroe, Tennessee",-85.2424622,36.4370083
1695,"Monson, Maine",-69.5011619,45.2869936
1696,"Monson, Massachusetts",-72.3189519,42.1042451
1697,"Montague, Massachusetts",-72.5353437,42.5355277
1698,"Monteville, Maine",-69.2803202,44.4372947
1699,"Montgomery, Massachusetts",-72.8050954,42.2067573
1700,"Montgomery, New York",-74.236816,41.5275938
1701,"Montgomery, Vermont",-72.63818,44.9025466
1702,"Montpelier, Vermont",-72.5753869,44.2600593
1703,"Montville, Connecticut",-72.1556189,41.4639922
1704,"Montville, Maine",-69.2803202,44.4372947
1705,"Montville, Massachusetts",-72.1984079,41.4719987
1706,"Mooers-Town, New York",-73.5873639,44.9633714
1707,"Mooers, New York",-73.5873639,44.9633714
1708,"Moon, Pennsylvania",-80.2213477,40.5169767
1709,"Moores, New York",-73.5873639,44.9633714
1710,"Moreau, Missouri",-92.7381672,38.4110583
1711,"Moreau, New York",-73.6771662,43.2406297
1712,"Moreland, Missouri",-89.5686271,37.1036312
1713,"Moretown, Vermont",-72.7609496,44.2508918
1714,"Morgan, Vermont",-71.9747169,44.892455
1715,"Morganton, Tennessee",-84.22722,35.64333
1716,"Moriah, New York",-73.5051262,44.0461658
1717,"Morissiania, New York",-73.9109977,40.8250663
1718,"Morrisannia, New York",-73.9109977,40.8250663
1719,"Morristown, Vermont",-72.6237275,44.5572744
1720,"Moscow, Maine",-69.8910751,45.0713866
1721,"Moscow, Massachusetts",-73.372321,42.332271
1722,"Mosquito, Florida",-81.4773111,30.4410725
1723,"Mount Bethel, Pennsylvania",-75.1115654,40.9048188
1724,"Mount Desert, Maine",-68.3193614,44.3357884
1725,"Mount Desert, Massachusetts",-71.3824374,42.4072107
1726,"Mount Holly, Vermont",-72.8256382,43.4474694
1727,"Mount Joy, Pennsylvania",-76.5032996,40.109818
1728,"Mount Pleasant, New York",-73.7936144,41.0948407
1729,"Mount Pleasant, Pennsylvania",-79.5411497,40.1489607
1730,"Mount Tabor, Vermont",-72.9826037,43.3506285
1731,"Mount Vernon, Maine",-69.987555,44.5011761
1732,"Mount Vernon, Massachusetts",-71.1706046,42.6822607
1733,"Mount Washington, Massachusetts",-73.4516852,42.0850246
1734,"Mounth Pleasant, New York",-73.7936144,41.0948407
1735,"Mountholly, Vermont",-72.8256382,43.4474694
1736,"Mountpleasant, Pennsylvania",-79.5411497,40.1489607
1737,"Mounttabor, Vermont",-72.9826037,43.3506285
1738,"Moyer's-town, Pennsylvania",-77.1945247,41.2033216
1739,"Moyerstown, Pennsylvania",-76.3027318,40.3745363
1740,"Mt. Pleasant, New York",-73.7934666,41.0962074
1741,"Muncy, Pennsylvania",-76.7855152,41.2056373
1742,"Munroe, Maine",-69.018094,44.6150724
1743,"Munroe, New York",-74.1868135,41.3306493
1744,"Murfreesboro, Tennessee",-86.39027,35.8456213
1745,"Murray, New York",-78.0458502,43.2739482
1746,"Myerstown, Pennsylvania",-76.3027318,40.3745363
1747,"N. Baltimore, New York",-76.6375046,39.2319287
1748,"N. Hempstead, New York",-73.6771662,40.8099413
1749,"Nantucket, Massachusetts",-70.099451,41.2834704
1750,"Nashville, Tennessee",-86.7816016,36.1626638
1751,"Nassau, New York",-73.6101159,42.5159145
1752,"Natchez, Mississippi",-91.403171,31.5604442
1753,"Natick, Massachusetts",-71.3468091,42.2775281
1754,"Navy, Vermont",-77.0328635,38.9040896
1755,"Needham, Massachusetts",-71.2377548,42.2809285
1756,"Nelson, New York",-75.7768545,42.9172892
1757,"Neversink, New York",-74.62502,41.8448528
1758,"New  Utrecht, New York",-73.9959724,40.6131601
1759,"New Baltimore, New York",-73.7886601,42.446194
1760,"New Bedford, Massachusetts",-70.934205,41.6362152
1761,"New Berlin, New York",-75.33156,42.6242404
1762,"New Braintree, Massachusetts",-72.1259114,42.3167581
1763,"New Canaan, Connecticut",-73.4948445,41.146763
1764,"New Castle, Delaware",-75.5668166,39.6620397
1765,"New Castle, Maine",-70.7160762,43.0724613
1766,"New Castle, Massachusetts",-70.921699,42.534983
1767,"New Castle, New Hampshire",-70.7160762,43.0724613
1768,"New Castle, New York",-73.7830861,41.1889606
1769,"New Charleston, Maine",-69.0405949,45.0850615
1770,"New Charleston, Massachusetts",-71.0808,42.3905269
1771,"New Charlestown, Massachusetts",-71.0808,42.3905269
1772,"New Cornwall, New York",-73.9595283,41.4161422
1773,"New Eutrecht, New York",-73.996353,40.624842
1774,"New Fairfield, Connecticut",-73.4856461,41.4660993
1775,"New Fane, Vermont",-72.6559313,42.9856736
1776,"New Gloucester, Maine",-70.2825536,43.962853
1777,"New Gloucester, Massachusetts",-70.719913,42.613692
1778,"New Hampstead, New York",-74.0362522,41.1500952
1779,"New Hartford, Connecticut",-72.9751693,41.8793214
1780,"New Haven, Connecticut",-72.9278835,41.308274
1781,"New Haven, Vermont",-73.1535713,44.1243277
1782,"New Hempstead, New York",-74.0505752,41.1511759
1783,"New Hempsted, New York",-74.0505752,41.1511759
1784,"New Holland, Pennsylvania",-76.085227,40.1017643
1785,"New Huntington, Vermont",-73.1956749,44.0706133
1786,"New London, Connecticut",-72.0995209,41.3556539
1787,"New Madrid, Missouri",-89.5278547,36.5864488
1788,"New Market, Maryland",-77.2694278,39.3826031
1789,"New Market, New Hampshire",-70.9350382,43.0828551
1790,"New Marlborough, Massachusetts",-73.2529464,42.1111825
1791,"New Marlborough, New York",-73.2529464,42.1111825
1792,"New Milford, Connecticut",-73.4085463,41.5770433
1793,"New Milford, Massachusetts",-73.9833646,40.954543
1794,"New Milford, Pennsylvania",-75.7271318,41.8725781
1795,"New Paltz, New York",-74.0868095,41.7475933
1796,"New Platz, New York",-74.0868095,41.7475933
1797,"New Port, Maine",-69.2444565,44.8557175
1798,"New Portland, Maine",-70.0967304,44.884224
1799,"New Portland, Massachusetts",-71.0930061,42.3641823
1800,"New Red Lion, Pennsylvania",-75.6881302,39.5809261
1801,"New Rochel, New York",-73.7823549,40.9114882
1802,"New Rochell, New York",-73.7823549,40.9114882
1803,"New Rochelle, New York",-73.7823549,40.9114882
1804,"New Salem, Massachusetts",-72.3320289,42.5042551
1805,"New Salem, New York",-73.96889,42.62278
1806,"New Sharon, Maine",-70.0154885,44.6393784
1807,"New Sharon, Massachusetts",-71.178453,42.120998
1808,"New Shoreham, Rhode Island",-71.5576073,41.172137
1809,"New Town, New York",-74.0059413,40.7127837
1810,"New Utrecht, New York",-73.9959724,40.6131601
1811,"New Vineyard, Maine",-70.1216248,44.804873
1812,"New Vineyard, Massachusetts",-70.6653976,41.38096
1813,"New Windsor, New York",-74.0237518,41.4767605
1814,"New York City, New York",-74.0059413,40.7127837
1815,"New-Durham, New Hampshire",-71.1722886,43.4367466
1816,"New-Paltz, New York",-74.0868095,41.7475933
1817,"New-Utrecht, New York",-73.9959724,40.6131601
1818,"Newark, Vermont",-71.9227434,44.7019193
1819,"Newbern, North Carolina",-77.0441143,35.108493
1820,"Newberry, South Carolina",-81.6187178,34.2745833
1821,"Newburg, Maine",-69.0003898,44.7173675
1822,"Newburg, Massachusetts",-70.8714528,42.7649497
1823,"Newburgh, Maine",-69.0003898,44.7173675
1824,"Newburgh, New York",-74.0104178,41.5034271
1825,"Newbury, Massachusetts",-70.8714528,42.7649497
1826,"Newbury, Vermont",-72.1341806,44.128342
1827,"Newburyport, Massachusetts",-70.8772751,42.8125913
1828,"Newcastle, Maine",-69.5386186,44.0365242
1829,"Newcastle, Massachusetts",-70.921699,42.534983
1830,"Newfane, Vermont",-72.6559313,42.9856736
1831,"Newfield, Maine",-70.8470062,43.6481341
1832,"Newfield, Massachusetts",-71.387702,42.277405
1833,"Newhaven, Vermont",-73.1535713,44.1243277
1834,"Newholland, Pennsylvania",-76.085227,40.1017643
1835,"Newington, New Hampshire",-70.8336668,43.1000871
1836,"Newmansville, Tennessee",-82.7593224,36.278991
1837,"Newport, Maine",-69.2444565,44.8557175
1838,"Newport, Massachusetts",-88.1530723,41.7255116
1839,"Newport, New York",-75.0143244,43.1859025
1840,"Newport, Rhode Island",-71.3128285,41.4901024
1841,"Newport, Vermont",-72.2051022,44.9364356
1842,"Newry, Maine",-70.7885765,44.4884245
1843,"Newry, Massachusetts",-71.3824374,42.4072107
1844,"Newton, Massachusetts",-71.2092214,42.3370413
1845,"Newton, New York",-95.337532,46.502182
1846,"Newton, Pennsylvania",-75.7720328,41.4573735
1847,"Newtown, Connecticut",-73.3035656,41.4141116
1848,"Newtown, Massachusetts",-71.2092214,42.3370413
1849,"Newtown, New York",-73.3035656,41.4141116
1850,"Newtown, Pennsylvania",-74.9322596,40.2283371
1851,"Newville, Pennsylvania",-77.3985963,40.1731433
1852,"Nine Mile Prairie, Missouri",-91.7344155,38.9122186
1853,"Niskayuna, New York",-73.8914407,42.8000049
1854,"Niskeuna, New York",-73.8914407,42.8000049
1855,"Nixonton, North Carolina",-76.2727126,36.2007137
1856,"No. 10 Plantation, Maine",-69.3346707,44.6113994
1857,"No. 15 Plantation, Maine",-69.3348461,44.6114275
1858,"No. 22 Plantation, Massachusetts",-71.6461871,42.1531194
1859,"No. 3 Plantation, Maine",-70.3664496,43.5870156
1860,"No. 3. 6th Range, Maine",-69.4454689,45.253783
1861,"No. 9 Plantation, Maine",-69.3346356,44.6113936
1862,"Nobleboro, Massachusetts",-71.3824374,42.4072107
1863,"Nobleborough, Maine",-69.4851938,44.0795596
1864,"Nobleborough, Massachusetts",-71.3824374,42.4072107
1865,"Noblesburgh/Fayette, Pennsylvania",-79.6502105,39.9272324
1866,"Noblestown, Pennsylvania",-80.1986671,40.3911848
1867,"Nolensville, Tennessee",-86.6694413,35.9522852
1868,"Norfolk, Connecticut",-73.2020577,41.9939828
1869,"Norridgewalk, Massachusetts",-71.3824374,42.4072107
1870,"Norridgewock, Maine",-69.7905955,44.7130794
1871,"Norridgewock, Massachusetts",-71.3824374,42.4072107
1872,"Norristown, Pennsylvania",-75.3399048,40.121497
1873,"North Baltimore, New York",-76.6375046,39.2319287
1874,"North Bridgewater, Massachusetts",-70.9750541,41.9903519
1875,"North Brookfield, Massachusetts",-72.08504,42.2685574
1876,"North Castle, New York",-73.7119571,41.1119431
1877,"North Charleston, Maine",-69.0405949,45.0850615
1878,"North East, New York",-73.5358541,41.921742
1879,"North Gloucester, Maine",-70.6619888,42.6159285
1880,"North Hampton, New Hampshire",-70.8351792,42.9737623
1881,"North Haven, Connecticut",-72.8595447,41.3909139
1882,"North Hempstead, New York",-73.6771662,40.8099413
1883,"North Hempsted, New York",-73.6771662,40.8099413
1884,"North Hero, Vermont",-73.273505,44.8311432
1885,"North Hill, Maine",-70.3511687,44.2653474
1886,"North Hill, Massachusetts",-70.6993542,42.0469414
1887,"North Huntington, Pennsylvania",-79.7307014,40.3301883
1888,"North Kingston, Rhode Island",-71.4536835,41.5568315
1889,"North Kingstown, Rhode Island",-71.4536835,41.5568315
1890,"North Marlborough, New York",-73.9947563,41.629384
1891,"North Providence, Rhode Island",-71.4676639,41.8535518
1892,"North Salem, Maine",-70.278122,44.900612
1893,"North Salem, New York",-73.5719051,41.3350356
1894,"North Stonington, Connecticut",-71.8811827,41.4409323
1895,"North Windsor, New York",-75.640462,42.0759128
1896,"North Yarmouth, Maine",-70.2388706,43.85735
1897,"North Yarmouth, Massachusetts",-70.2286681,41.7056291
1898,"North-Castle, New York",-73.7119571,41.1119431
1899,"North-East, New York",-73.5358541,41.921742
1900,"North-Hempstead, New York",-73.6771662,40.8099413
1901,"North, Illinois",-89.3985283,40.6331249
1902,"Northampton, Massachusetts",-72.6412013,42.3250896
1903,"Northampton, New York",-72.6895416,40.88871
1904,"Northboro, Massachusetts",-71.5687212,42.3149506
1905,"Northborough, Massachusetts",-71.6411997,42.3195556
1906,"Northbridge, Massachusetts",-71.6494407,42.1516323
1907,"Northcastle, New York",-73.7119571,41.1119431
1908,"Northeast Town, New York",-74.0059413,40.7127837
1909,"Northeast, New York",-74.0059413,40.7127837
1910,"Northeastown, New York",-76.8013394,40.0179268
1911,"Northern Liberties, Pennsylvania",-75.1399443,39.9636917
1912,"Northfield, Massachusetts",-72.4528885,42.6959093
1913,"Northfield, New York",-75.1887822,42.2470282
1914,"Northfield, Vermont",-72.6564986,44.1511723
1915,"Northport, Maine",-68.9613175,44.3377823
1916,"Northport, Massachusetts",-70.177257,41.7347208
1917,"Northumberland, New York",-73.5881713,43.1272972
1918,"Northumberland, Pennsylvania",-76.7974653,40.8917519
1919,"Norton, Massachusetts",-71.1869963,41.9667703
1920,"Norwalk, Connecticut",-73.4081575,41.117744
1921,"Norway, Maine",-70.5448096,44.2139566
1922,"Norway, Massachusetts",-71.087866,42.3451617
1923,"Norway, New York",-74.9521005,43.2084024
1924,"Norwich, Connecticut",-72.0759105,41.5242649
1925,"Norwich, Maryland",-76.931436,38.9819843
1926,"Norwich, Massachusetts",-72.8384294,42.2889778
1927,"Norwich, New York",-75.5235149,42.531184
1928,"Norwich, Vermont",-72.307869,43.7153482
1929,"Nottingham, Maryland",-76.4545859,39.370018
1930,"null, Illinois",-89.6410673,40.4090881
1931,"Nundo, New York",-77.942503,42.5795085
1932,"Oakham, Massachusetts",-72.0449783,42.3527105
1933,"Ogden, New York",-77.8138553,43.1579962
1934,"Ogle, Illinois",-89.3226954,41.9969811
1935,"Ohio, Illinois",-89.4609276,41.5575349
1936,"Old Red Lion, Pennsylvania",-76.5647334,39.8531087
1937,"Olean, New York",-78.429927,42.083639
1938,"Oneals Ferry, Florida",-81.5157535,27.6648274
1939,"Onondaga, New York",-76.2389034,42.9602153
1940,"Oppenheim, New York",-74.6926462,43.0722932
1941,"Orange Town, New York",-73.0265277,41.278637
1942,"Orange, Massachusetts",-72.3097914,42.590354
1943,"Orange, New York",-74.3118212,41.3911653
1944,"Orange, Vermont",-72.4030806,44.148376
1945,"Orangeburgh, South Carolina",-80.8556476,33.4918203
1946,"Orangetown, New York",-73.9477384,41.0555461
1947,"Orland, Maine",-68.7378128,44.5706252
1948,"Orland, Massachusetts",-81.1035638,28.5554704
1949,"Orlando, Maine",-81.6611271,28.8516126
1950,"Orleans, Massachusetts",-69.9897323,41.7898354
1951,"Orono, Maine",-68.6719411,44.8831125
1952,"Orono, Massachusetts",-68.6739531,44.912677
1953,"Orrington, Maine",-68.7904626,44.7202096
1954,"Orrington, Massachusetts",-71.3824374,42.4072107
1955,"Orwell, Vermont",-73.2978936,43.8039502
1956,"Ossian, New York",-77.7794411,42.5211777
1957,"Ostego, New York",-75.0611147,42.5779779
1958,"Oswegatchie, New York",-75.070196,44.1828405
1959,"Oswego, New York",-76.5104973,43.4553461
1960,"Otego, New York",-75.1735017,42.3973023
1961,"Otis, Massachusetts",-73.0919689,42.1930224
1962,"Otisco, New York",-76.2179832,42.8600671
1963,"Otisfield, Maine",-70.5492259,44.0903488
1964,"Otisfield, Massachusetts",-71.0810248,42.3130084
1965,"Otsego, New York",-75.0611147,42.5779779
1966,"Otter Creek, Illinois",-88.7686382,41.1335785
1967,"Ovid, New York",-76.8230111,42.6764593
1968,"Owasco, New York",-76.4652146,42.8550683
1969,"Owego, New York",-76.2621549,42.1034075
1970,"Owenton, Kentucky",-84.8418926,38.536456
1971,"Owesco, New York",-76.4652146,42.8550683
1972,"Oxford, Connecticut",-73.1168393,41.4338203
1973,"Oxford, Massachusetts",-71.8647577,42.1167606
1974,"Oxford, New York",-75.5976855,42.4420181
1975,"Oyster Bay, New York",-73.5320685,40.8656543
1976,"Oyster-Bay, New York",-73.5320685,40.8656543
1977,"Oysterbay, New York",-73.5320685,40.8656543
1978,"P. Wood's, Missouri",-90.1217745,38.9444916
1979,"Painted Post, New York",-77.0941366,42.1620186
1980,"Palatine, New York",-74.5697617,42.9507351
1981,"Palentine, New York",-74.5697617,42.9507351
1982,"Palermo, Maine",-69.4672352,44.4059902
1983,"Palermo, Massachusetts",-70.9977467,42.3882677
1984,"Palestine, Illinois",-87.612802,39.0036537
1985,"Palmer, Massachusetts",-72.3286869,42.1584103
1986,"Palmira, New York",-77.2333154,43.0639521
1987,"Palmstown, Pennsylvania",-77.1945247,41.2033216
1988,"Palmyra, Illinois",-89.9959401,39.4347699
1989,"Palmyra, Maine",-69.3586588,44.8464519
1990,"Palmyra, Massachusetts",-72.5453396,42.0913741
1991,"Palmyra, New York",-77.2333154,43.0639521
1992,"Palmyra, Pennsylvania",-76.5933012,40.3089798
1993,"Palmyra, Tennessee",-87.4846389,36.4360545
1994,"Paloi, Pennsylvania",-75.4876445,40.0419021
1995,"Paltz, New York",-74.0606099,41.7524457
1996,"Panton, Vermont",-73.3409878,44.1487891
1997,"Paris, Kentucky",-84.2529869,38.2097987
1998,"Paris, Maine",-70.5006152,44.2597917
1999,"Paris, Massachusetts",-71.0361424,42.3737009
2000,"Paris, New York",-75.3137775,43.0006253
2001,"Parishville, New York",-74.8138334,44.628683
2002,"Parkerston, Vermont",-72.5778415,44.5588028
2003,"Parkerstown, Vermont",-72.5778415,44.5588028
2004,"Parkman, Maine",-69.4331038,45.1336651
2005,"Parma, New York",-77.8138553,43.2343532
2006,"Parris, Maine",-70.5006152,44.2597917
2007,"Parsonfield, Massachusetts",-71.3824374,42.4072107
2008,"Parsons, Massachusetts",-70.8966806,42.7502022
2009,"Parsonsfield, Maine",-70.9286755,43.7270214
2010,"Parsonsfield, Massachusetts",-71.114029,42.3371851
2011,"Partridgefield, Massachusetts",-71.3824374,42.4072107
2012,"Patridgefield, Massachusetts",-71.3824374,42.4072107
2013,"Patterson, New York",-73.6048288,41.513264
2014,"Paulings, New York",-74.0059413,40.7127837
2015,"Pawlet, Vermont",-73.177286,43.3465552
2016,"Pawlett, Vermont",-73.177286,43.3465552
2017,"Pawling, New York",-73.6026271,41.5620381
2018,"Pawlings, New York",-74.1512755,42.9761058
2019,"Paxton, Massachusetts",-71.9278427,42.3114889
2020,"Peacham, Vermont",-72.1704048,44.3286166
2021,"Pegypscot, Massachusetts",-71.3824374,42.4072107
2022,"Pejebscot, Massachusetts",-71.3824374,42.4072107
2023,"Pejepscot, Massachusetts",-71.3824374,42.4072107
2024,"Pelham, Massachusetts",-72.4036961,42.3931455
2025,"Pelham, New York",-73.8036752,40.8996475
2026,"Pembroke, Massachusetts",-70.8092,42.0714925
2027,"Penfield, New York",-77.475551,43.1303407
2028,"Penn Liberties, Pennsylvania",-79.6328022,40.3367489
2029,"Penn Township, Pennsylvania",-79.6614376,40.3840734
2030,"Penn, Pennsylvania",-79.6411537,40.328958
2031,"Pennicook, Massachusetts",-70.9365548,42.8803577
2032,"Penobscot, Maine",-68.7111393,44.4645202
2033,"Penobscot, Massachusetts",-70.626168,41.6844095
2034,"Pensacola, Florida",-87.2169149,30.421309
2035,"Peoria, Illinois",-89.5889864,40.6936488
2036,"Pepperelboro, Massachusetts",-71.3824374,42.4072107
2037,"Pepperell, Massachusetts",-71.5884363,42.6659232
2038,"Pepperellboro, Massachusetts",-71.3824374,42.4072107
2039,"Pepperrelboro, Massachusetts",-71.3824374,42.4072107
2040,"Perche, Missouri",-92.4208713,39.0876963
2041,"Perinton, New York",-77.4472495,43.0796634
2042,"Perry, Maine",-67.0748806,44.974757
2043,"Perry, Massachusetts",-73.2084931,42.7127639
2044,"Perrysburgh, New York",-79.0019812,42.4564497
2045,"Perryville, Illinois",-88.1535352,41.7508391
2046,"Perryville, Kentucky",-84.9516234,37.650351
2047,"Persia, Missouri",-91.8318334,37.9642529
2048,"Peru, Maine",-70.4062771,44.5065458
2049,"Peru, Massachusetts",-73.0459339,42.4381417
2050,"Peru, New York",-73.5268028,44.578379
2051,"Peru, Vermont",-72.8978781,43.2297974
2052,"Peterborough, New York",-73.3964701,40.9306302
2053,"Peterburgh, New York",-73.3413948,42.7508272
2054,"Petersborough, New York",-73.3964701,40.9306302
2055,"Petersburg, New York",-73.3413948,42.7508272
2056,"Petersburgh, New York",-73.3413948,42.7508272
2057,"Petersham, Massachusetts",-72.186669,42.4837752
2058,"Pew, New York",-74.1354017,41.8239794
2059,"Pharsalia, New York",-75.781026,42.5828467
2060,"Phelps, New York",-77.057471,42.957564
2061,"Philadelphia, Vermont",-72.885943,43.9000642
2062,"Philips, New York",-75.7263617,42.0225767
2063,"Philipstown, New York",-73.9504774,41.4230072
2064,"Phillips, Maine",-70.3395105,44.8231127
2065,"Phillips, Massachusetts",-70.8807918,42.0447429
