x,towns,lon,lat
540,"Dorchester, Massachusetts",-71.067605,42.3016305
541,"Dorlach, New York",-74.0059413,40.7127837
542,"Dorlack, New York",-74.0059413,40.7127837
543,"Dorloch, New York",-74.0059413,40.7127837
544,"Dorset, Vermont",-73.0987801,43.2548074
545,"Douglas, Massachusetts",-71.739379,42.0543449
546,"Douglass, Massachusetts",-71.739379,42.0543449
547,"Dover, Maine",-70.8736698,43.1978624
548,"Dover, Massachusetts",-71.2828719,42.2458749
549,"Dover, New Hampshire",-70.8736698,43.1978624
550,"Dover, New York",-73.5829689,41.696244
551,"Dover, Vermont",-72.8025938,42.943669
552,"Dracut, Massachusetts",-71.3020052,42.6703687
553,"Dresden, Maine",-69.7242215,44.1070945
554,"Dresden, Massachusetts",-69.7242215,44.1070945
555,"Dryden, New York",-76.2971553,42.4909053
556,"Duanesborough, New York",-74.0059413,40.7127837
557,"Duanesburg, New York",-74.1337383,42.76202
558,"Duanesburgh, New York",-74.1337383,42.76202
559,"Duck Trap, Massachusetts",-71.3824374,42.4072107
560,"Dudley, Massachusetts",-71.9276033,42.0433661
561,"Dummerston, Vermont",-72.5838146,42.9215017
562,"Dunbarton, New Hampshire",-71.6164615,43.1025818
563,"Duncansboro, Vermont",-72.5778415,44.5588028
564,"Duncansborough, Vermont",-72.5778415,44.5588028
565,"Dunesburgh, New York",-74.1337383,42.76202
566,"Dunstable, Massachusetts",-71.4828433,42.6750898
567,"Durham, Connecticut",-72.6812582,41.4817822
568,"Durham, Maine",-70.1229905,43.972476
569,"Durham, Massachusetts",-70.1229905,43.972476
570,"Durham, New Hampshire",-70.9264393,43.1339545
571,"Durham, New York",-74.1723608,42.3995257
572,"Durloch, New York",-74.0059413,40.7127837
573,"Dutton, Maine",-70.3358899,43.842106
574,"Duxborough, Massachusetts",-71.2478308,42.0653768
575,"Duxbury, Massachusetts",-70.6722767,42.0417525
576,"Duxbury, Vermont",-72.7526175,44.3270012
577,"East Andover, Massachusetts",-71.1367953,42.6583356
578,"East Bridgewater, Massachusetts",-70.9592096,42.0334341
579,"East Chester, New York",-74.2712613,41.3625937
580,"East Greenwich, Rhode Island",-71.5130445,41.6342619
581,"East Haddam, Connecticut",-72.4757767,41.5034351
582,"East Hampton, New York",-72.1848009,40.9634335
583,"East Hartford, Connecticut",-72.6128339,41.7634219
584,"East Haven, Connecticut",-72.8684565,41.2841687
585,"East Sudbury, Massachusetts",-71.4161725,42.3834278
586,"East Windsor, Connecticut",-72.5578799,41.9161361
587,"East-Chester, New York",-74.2712613,41.3625937
588,"East-Hampton, New York",-72.1848009,40.9634335
589,"Eastampton, New York",-74.0059413,40.7127837
590,"Eastchester, New York",-73.8095574,40.9595605
591,"Eastham, Massachusetts",-69.9740361,41.8299634
592,"Easthampton, Massachusetts",-72.66898,42.266757
593,"Easthampton, New York",-72.1848009,40.9634335
594,"Easthamton, New York",-72.1848009,40.9634335
595,"Easton, Massachusetts",-71.1286594,42.0245442
596,"Easton, New York",-73.5523378,42.9934104
597,"Eastown, New York",-74.0059413,40.7127837
598,"Eastport, Maine",-66.9899785,44.9061906
599,"Eastport, Massachusetts",-66.9899785,44.9061906
600,"Eaton, New York",-75.6118484,42.8497907
601,"Eddington, Maine",-68.6935362,44.8265844
602,"Eddington, Massachusetts",-68.6935362,44.8265844
603,"Eden, Maine",-68.3208501,44.4309116
604,"Eden, Massachusetts",-72.582055,42.6598199
605,"Eden, Vermont",-72.5456691,44.7072718
606,"Edgarton, Massachusetts",-70.5133599,41.3890052
607,"Edgartown, Massachusetts",-70.5133599,41.3890052
608,"Edgecomb, Maine",-69.630602,43.9584129
609,"Edgecomb, Massachusetts",-69.630602,43.9584129
610,"Edgecombe, Massachusetts",-69.630602,43.9584129
611,"Edinburgh, New York",-74.360193,41.470821
612,"Edon, New York",-74.0059413,40.7127837
613,"Egremont, Massachusetts",-73.4415929,42.1777247
614,"Eliot, Maine",-70.8000544,43.1531427
615,"Elizabeth-Town, New York",-73.5904478,44.2163337
616,"Elizabethtown, New York",-73.5904478,44.2163337
617,"Ellington, Connecticut",-72.458236,41.9172826
618,"Elliot, Maine",-70.8000544,43.1531427
619,"Elliot, Massachusetts",-70.8000544,43.1531427
620,"Ellisburg, New York",-76.1360363,43.7328451
621,"Ellisburgh, New York",-76.1360363,43.7328451
622,"Ellsworth, Maine",-68.4194641,44.5434095
623,"Ellsworth, Massachusetts",-68.4194641,44.5434095
624,"Elmore, Vermont",-72.5187486,44.5274632
625,"Embden, Maine",-69.8667243,44.9181137
626,"Embden, Massachusetts",-69.8667243,44.9181137
627,"Emden, Massachusetts",-69.8667243,44.9181137
628,"Enfield, Connecticut",-72.5441445,42.0027181
629,"Enfield, Massachusetts",-72.5441445,42.0027181
630,"Enosburg, Vermont",-72.7310458,44.8689592
631,"Enosburgh, Vermont",-72.7310458,44.8689592
632,"Epping, New Hampshire",-71.0735476,43.0534843
633,"Epsom, New Hampshire",-71.3445677,43.2249396
634,"Erie, New York",-78.8661589,42.9023958
635,"Erwin, New York",-77.1255055,42.156626
636,"Esopus, New York",-73.9651379,41.8278707
637,"Essex, Massachusetts",-70.7829315,42.6319582
638,"Essex, New York",-73.3526277,44.3100511
639,"Essex, Vermont",-73.1112433,44.4905054
640,"Etna, Maine",-69.111155,44.8209007
641,"Exeter, Maine",-69.1225343,44.9621841
642,"Exeter, Massachusetts",-70.9477546,42.9814292
643,"Exeter, New Hampshire",-70.9477546,42.9814292
644,"Exeter, New York",-75.0844757,42.7916338
645,"Exeter, Rhode Island",-71.5351476,41.5750676
646,"Fabius, New York",-75.9860322,42.835067
647,"Fabuis, New York",-75.9860322,42.835067
648,"Fair Haven, Vermont",-73.2657155,43.594801
649,"Fairfax, Maine",-68.7970949,44.8032707
650,"Fairfax, Massachusetts",-71.1168,41.89851
651,"Fairfax, Vermont",-73.01032,44.6654963
652,"Fairfield, Connecticut",-73.2612615,41.1408363
653,"Fairfield, Maine",-69.5986469,44.5884052
654,"Fairfield, Massachusetts",-69.5986469,44.5884052
655,"Fairfield, New York",-74.9132097,43.1372919
656,"Fairfield, Vermont",-72.9456936,44.8019921
657,"Fairhaven, Massachusetts",-70.9036487,41.6376043
658,"Fairhaven, Vermont",-73.2657155,43.594801
659,"Fairlee, Vermont",-72.1518675,43.9053567
660,"Fall River, Massachusetts",-71.1550451,41.7014912
661,"Falmouth, Maine",-70.2601759,43.7435343
662,"Falmouth, Massachusetts",-70.2601759,43.7435343
663,"Farmington, Connecticut",-72.795027,41.7360305
664,"Farmington, Maine",-70.1512169,44.6704998
665,"Farmington, Massachusetts",-70.1512169,44.6704998
666,"Farmington, New Hampshire",-71.065062,43.3897609
667,"Farmington, New York",-77.3259508,42.9864223
668,"Fayette, Maine",-70.0336654,44.4089558
669,"Fayette, Massachusetts",-70.0336654,44.4089558
670,"Fayette, New York",-76.8091216,42.8142352
671,"Fayston, Vermont",-72.8756638,44.2074374
672,"Ferrisburg, Vermont",-73.2478255,44.1782847
673,"Ferrisburgh, Vermont",-73.2462341,44.2056098
674,"Fishkill, New York",-73.8990252,41.5356492
675,"Fitchburg, Massachusetts",-71.8022955,42.5834228
676,"Flat Lands, New York",-73.9330429,40.6268432
677,"Flat-Lands, New York",-73.9330429,40.6268432
678,"Flatbush, New York",-73.9624327,40.6409217
679,"Flatland, New York",-73.8624763,40.6611019
680,"Flatlands, New York",-73.9330429,40.6268432
681,"Fleming, New York",-76.5741088,42.8617349
682,"Fletcher, Vermont",-72.9238412,44.6752213
683,"Florence, New York",-75.7493533,43.4384032
684,"Florida, Massachusetts",-73.0112117,42.66675
685,"Florida, New York",-74.35682,41.3317606
686,"Floyd, New York",-75.3343366,43.2197918
687,"Flushing, New York",-73.833079,40.7674987
688,"Foster, Rhode Island",-71.7581249,41.8537098
689,"Fowler, New York",-75.3863214,44.2786725
690,"Foxborough, Massachusetts",-71.2478308,42.0653768
691,"Foxcroft, Maine",-67.8085481,46.1445491
692,"Foxcroft, Massachusetts",-67.8085481,46.1445491
693,"Framingham, Massachusetts",-71.4161565,42.279286
694,"Francisboro, Massachusetts",-71.3824374,42.4072107
695,"Frankford, New York",-74.7454112,41.1662778
696,"Frankfort, Maine",-68.8744635,44.6086733
697,"Frankfort, Massachusetts",-68.8744635,44.6086733
698,"Frankfort, New York",-75.070436,43.038959
699,"Frankfurt, Maine",-68.8744635,44.6086733
700,"Frankfurt, Massachusetts",-68.8744635,44.6086733
701,"Franklin, Connecticut",-72.1459975,41.6090041
702,"Franklin, Massachusetts",-71.396725,42.0834313
703,"Franklin, New York",-75.1651689,42.3406373
704,"Franklin, Vermont",-72.9165547,44.9812585
705,"Frederick Town, New York",-74.1339208,40.6143687
706,"Frederick, New York",-74.1339208,40.6143687
707,"Fredericks, New York",-76.029991,42.181749
708,"Fredericksburgh, New York",-76.866667,44.216667
709,"Frederickstown, New York",-74.0059413,40.7127837
710,"Fredericktown, New York",-74.0059413,40.7127837
711,"Freedom, Maine",-69.2967536,44.5298272
712,"Freedom, Massachusetts",-69.2967536,44.5298272
713,"Freedom, New York",-78.3311262,42.4847852
714,"Freehold, New York",-74.0498564,42.3592503
715,"Freeman, Maine",-70.4599099,44.0003676
716,"Freeman, Massachusetts",-70.4599099,44.0003676
717,"Freeport, Maine",-70.1031201,43.8570065
718,"Freeport, Massachusetts",-70.1031201,43.8570065
719,"Freetown, Massachusetts",-71.014118,41.7619708
720,"Friendship, Maine",-69.3341229,43.9838019
721,"Friendship, Massachusetts",-69.3341229,43.9838019
722,"Fryburgh, Massachusetts",-70.9806357,44.0164329
723,"Fryeburg Academy's grounds, Maine",-70.9806357,44.0164329
724,"Fryeburg, Maine",-70.9806357,44.0164329
725,"Fryeburgh, Maine",-70.9806357,44.0164329
726,"Fryeburgh, Massachusetts",-70.9806357,44.0164329
727,"Galen, New York",-76.8720961,43.0715742
728,"Gallatin, New York",-73.7242486,42.0650965
729,"Galloway, New York",-74.0315162,43.0186858
730,"Gallway, New York",-74.0315162,43.0186858
731,"Galoway, New York",-74.0315162,43.0186858
732,"Galway, New York",-74.0315162,43.0186858
733,"Gardiner, Maine",-69.7753222,44.2300698
734,"Gardiner, Massachusetts",-69.7753222,44.2300698
735,"Gardner, Massachusetts",-71.998133,42.5750883
736,"Garland, Maine",-69.1603205,45.0383951
737,"Garland, Massachusetts",-69.1603205,45.0383951
738,"Gates, New York",-77.6965819,43.1501288
739,"Genesco, New York",-77.816947,42.795896
740,"Genesee, New York",-78.1564432,42.9837843
741,"Geneseo, New York",-77.816947,42.795896
742,"Genesoe, New York",-77.816947,42.795896
743,"Genoa, New York",-76.5357741,42.6678489
744,"Geogetown, Maine",-69.752359,43.8021196
745,"Georgetown, Maine",-69.752359,43.8021196
746,"Georgetown, Massachusetts",-70.9911659,42.7250918
747,"Georgia, Vermont",-73.1301205,44.7392004
748,"Ger. Flatts, New York",-74.0059413,40.7127837
749,"German Flats, New York",-75.0001902,43.0133507
750,"German Flatts, New York",-74.9793243,42.9777988
751,"German Town, New York",-73.976545,40.751199
752,"German-Flatts, New York",-74.9793243,42.9777988
753,"German, New York",-75.8301537,42.5045167
754,"Germanflatts, New York",-74.9793243,42.9777988
755,"Germantown, New York",-73.8917982,42.1345339
756,"Gerry, Maine",-70.3395105,44.8231127
757,"Gerry, Massachusetts",-72.1328582,42.5486993
758,"Gilead, Maine",-70.9727112,44.3940915
759,"Gilead, Massachusetts",-70.9727112,44.3940915
760,"Giliad, Maine",-70.9727112,44.3940915
761,"Gill, Massachusetts",-72.4996367,42.6408105
762,"Gilmanton, New Hampshire",-71.4138418,43.4248816
763,"Glastenbury, Connecticut",-72.5450779,41.6861794
764,"Glenville, New York",-74.0520717,42.9292419
765,"Glocester, Rhode Island",-71.691066,41.9043113
766,"Gloucester, Massachusetts",-70.6619888,42.6159285
767,"Gloucester, Rhode Island",-71.691066,41.9043113
768,"Glover, Vermont",-72.1869766,44.7069038
769,"Goldboro, Massachusetts",-68.039543,44.47852
770,"Goldsboro, Massachusetts",-68.039543,44.47852
771,"Goldsborough, Maine",-68.039543,44.47852
772,"Gorham, Maine",-70.4442252,43.6795314
773,"Gorham, Massachusetts",-70.4442252,43.6795314
774,"Goshen, Connecticut",-73.2248946,41.8315187
775,"Goshen, Massachusetts",-72.7993986,42.4407187
776,"Goshen, New York",-74.3243191,41.4020382
777,"Goshen, Vermont",-72.9977534,43.8601051
778,"Gouldsboro, Massachusetts",-68.039543,44.47852
779,"Gouldsborough, Maine",-68.039543,44.47852
780,"Gouldsborough, Massachusetts",-68.039543,44.47852
781,"Gouverneur, New York",-75.462993,44.3367281
782,"Grafton, Massachusetts",-71.6856236,42.2070391
783,"Grafton, New York",-73.4509464,42.768967
784,"Grafton, Vermont",-72.6064633,43.1716817
785,"Granby, Connecticut",-72.7887705,41.9540614
786,"Granby, Massachusetts",-72.5168859,42.2570866
787,"Granby, Vermont",-71.758702,44.5706106
788,"Grand Isle, Vermont",-73.2923538,44.7225436
789,"Grande Isle, Vermont",-73.2923538,44.7225436
790,"Grandville, New York",-73.259553,43.4078495
791,"Granger, New York",-77.9967043,42.4851233
792,"Granville, Massachusetts",-72.9224329,42.0996545
793,"Granville, New York",-73.259553,43.4078495
794,"Graves End, New York",-73.977126,40.5910166
795,"Gravesend, New York",-73.977126,40.5910166
796,"Gray, Maine",-70.3317195,43.885632
797,"Gray, Massachusetts",-70.3317195,43.885632
798,"Great Barrington, Massachusetts",-73.362008,42.1959798
799,"Great Valley, New York",-78.636417,42.2145087
800,"Greece, New York",-77.6930602,43.2097837
801,"Green, Massachusetts",-71.1075497,42.3103375
802,"Green, New York",-75.7699147,42.3292408
803,"Greenburgh, New York",-73.8654295,41.0339576
804,"Greenbush, New York",-74.4437504,42.6464644
805,"Greene, Maine",-70.1403312,44.189794
806,"Greene, Massachusetts",-70.1403312,44.189794
807,"Greene, New York",-75.7699147,42.3292408
808,"Greeneland, New York",-74.6165503,41.3606496
809,"Greeneville, New York",-74.6165503,41.3606496
810,"Greenfield, Massachusetts",-72.5994104,42.587915
811,"Greenfield, New York",-73.8640118,43.1036852
812,"Greenland, New Hampshire",-70.8328322,43.0361995
813,"Greenland, New York",-74.6165503,41.3606496
814,"Greensboro, Vermont",-72.3046033,44.6107836
815,"Greensborough, Vermont",-72.3046033,44.6107836
816,"Greensburgh, New York",-73.8029807,42.2962941
817,"Greensville, New York",-74.6165503,41.3606496
818,"Greenville, New York",-74.6165503,41.3606496
819,"Greenwich, Connecticut",-73.6281964,41.0262417
820,"Greenwich, Massachusetts",-72.248223,42.321778
821,"Greenwich, New York",-73.4992824,43.0901395
822,"Greenwood, Maine",-70.6508978,44.3184011
823,"Greenwood, Massachusetts",-70.6508978,44.3184011
824,"Griswold, Connecticut",-71.9282781,41.5961439
825,"Groton, Connecticut",-72.0790717,41.3497456
826,"Groton, Massachusetts",-71.5745152,42.6112018
827,"Groton, Vermont",-72.2826657,44.2276842
828,"Grover, Vermont",-72.9689549,43.6420998
829,"Guelderland, New York",-73.9116433,42.7043568
830,"Guilderland, New York",-73.9116433,42.7043568
831,"Guildford, Vermont",-72.575487,42.8170235
832,"Guildhall, Vermont",-71.648975,44.5422719
833,"Guilford, Connecticut",-72.674364,41.288906
834,"Guilford, Maine",-69.3844783,45.1689375
835,"Guilford, Massachusetts",-69.3844783,45.1689375
836,"Guilford, Vermont",-72.575487,42.8170235
837,"Haddam, Connecticut",-72.5122763,41.4771433
838,"Hadley, Massachusetts",-72.5884222,42.3417565
839,"Hadley, New York",-73.8481268,43.3171725
840,"Half Moon, New York",-73.717849,42.8275844
841,"Halfmoom, New York",-73.717849,42.8275844
842,"Halfmoon, New York",-73.717849,42.8275844
843,"Halifax, Massachusetts",-70.861985,41.991213
844,"Halifax, Vermont",-72.7453716,42.7698048
845,"Hallis, Massachusetts",-71.3824374,42.4072107
846,"Hallowell, Maine",-69.7908786,44.2859022
847,"Hallowell, Massachusetts",-69.7908786,44.2859022
848,"Hamburgh, New York",-78.8294768,42.7158927
849,"Hamden, Connecticut",-72.9026064,41.3838782
850,"Hamilton, Massachusetts",-70.8431049,42.6362052
851,"Hamilton, New York",-75.5446238,42.8270136
852,"Hampden, Maine",-68.8370436,44.7445421
853,"Hampden, Massachusetts",-72.4134167,42.0639841
854,"Hampton Falls, New Hampshire",-70.863811,42.9162234
855,"Hampton, Connecticut",-72.0547977,41.7839873
856,"Hampton, New Hampshire",-70.8389219,42.9375932
857,"Hampton, New York",-73.2528644,43.5238461
858,"Hamson, New York",-73.9752374,40.6853983
859,"Hancock, Massachusetts",-73.3237182,42.543138
860,"Hancock, New York",-75.2804502,41.9539754
861,"Hancock, Vermont",-72.8412292,43.9261192
862,"Hanibal, New York",-76.5788338,43.3211788
863,"Hannibal, New York",-76.5788338,43.3211788
864,"Hanover, Massachusetts",-70.8476708,42.1162217
865,"Hanover, New Hampshire",-72.2895526,43.7022451
866,"Hansen, Massachusetts",-70.8800187,42.0751892
867,"Hanson, Massachusetts",-70.8800187,42.0751892
868,"Hardwick, Massachusetts",-72.1986558,42.3490548
869,"Hardwick, Vermont",-72.3486803,44.5416243
870,"Hardwicke, Vermont",-72.3486803,44.5416243
871,"Harftord, New York",-73.3925589,43.3635375
872,"Harlem, Maine",-69.5172641,44.4786791
873,"Harlem, Massachusetts",-69.5172641,44.4786791
874,"Harmony, Maine",-69.5461603,44.9739462
875,"Harmony, Massachusetts",-69.5461603,44.9739462
876,"Harperfield, New York",-74.6873749,42.4384124
877,"Harpers Field, New York",-74.6873749,42.4384124
878,"Harpersfield, New York",-74.6873749,42.4384124
879,"Harpswell, Maine",-69.9598343,43.7864342
880,"Harpswell, Massachusetts",-69.9598343,43.7864342
881,"Harrington, Maine",-67.8109953,44.6193327
882,"Harrington, Massachusetts",-71.0928603,42.3712968
883,"Harrisburg, New York",-75.6026888,43.8422911
884,"Harrisburgh, New York",-75.6026888,43.8422911
885,"Harrison, Maine",-70.6792289,44.1103479
886,"Harrison, Massachusetts",-70.6792289,44.1103479
887,"Harrison, New York",-73.7176337,40.9700171
888,"Harriston, Massachusetts",-70.1358628,41.7382544
889,"Hartford, Connecticut",-72.6850932,41.7637111
890,"Hartford, Maine",-70.346726,44.372845
891,"Hartford, Massachusetts",-70.346726,44.372845
892,"Hartford, New York",-73.3925589,43.3635375
893,"Hartford, Vermont",-72.3696992,43.6637411
894,"Hartland, Connecticut",-72.9795488,41.996206
895,"Hartland, Maine",-69.5128531,44.8965211
896,"Hartland, New York",-78.5761399,43.2400574
897,"Hartland, Vermont",-72.3989314,43.540636
898,"Hartwick, New York",-75.049126,42.6597113
899,"Harvard, Massachusetts",-71.5828444,42.5000919
900,"Harverstraw, New York",-73.9645837,41.1975947
901,"Harwich, Massachusetts",-70.0622231,41.6716498
902,"Harwich, Vermont",-72.9826037,43.3506285
903,"Harwick, New York",-77.5507003,43.174106
904,"Harwinton, Connecticut",-73.0598438,41.7712762
905,"Hatfield, Massachusetts",-72.5981843,42.3709761
906,"Haverhill, Massachusetts",-71.0772796,42.7762015
907,"haverstraw, New York",-73.9645837,41.1975947
908,"Haverstraw, New York",-73.9645837,41.1975947
909,"Hawley, Massachusetts",-72.9132446,42.605083
910,"Heath, Massachusetts",-72.8217618,42.673417
911,"Hebron, Connecticut",-72.3659161,41.6578767
912,"Hebron, Maine",-70.4064465,44.1981261
913,"Hebron, Massachusetts",-70.4064465,44.1981261
914,"Hebron, New York",-73.3472901,43.2672574
915,"Hector, New York",-76.8724586,42.5006271
916,"Hempstead, New York",-73.6187397,40.7062128
917,"Hempsted, New York",-73.6187397,40.7062128
918,"Henderson, New York",-76.1816012,43.846825
919,"Henrietta, New York",-77.6128039,43.0592452
920,"Herkemer, New York",-74.9859889,43.0256259
921,"Herkimer, New York",-74.9859889,43.0256259
922,"Herman, Maine",-68.9133724,44.81007
923,"Hermon, Maine",-68.9133724,44.81007
924,"Hermon, Massachusetts",-71.8055984,42.256093
925,"Highgate, Vermont",-73.0511203,44.9565227
926,"Hillsdale, New York",-73.525026,42.1792443
927,"Hinesburg, Vermont",-73.110679,44.3292199
928,"Hinesburgh, Vermont",-73.110679,44.3292199
929,"Hingham, Massachusetts",-70.889759,42.2418172
930,"Hinsdale, Massachusetts",-73.1253799,42.4386967
931,"Hinsdale, Vermont",-72.4865089,42.7862065
932,"Hiram Plantation, Massachusetts",-70.8322512,43.8350627
933,"Hiram, Maine",-70.8322512,43.8350627
934,"Hiram, Massachusetts",-70.8322512,43.8350627
935,"Holden, Massachusetts",-71.8634062,42.3517585
936,"Holland, Massachusetts",-72.1572885,42.0639524
937,"Holland, Vermont",-72.0027446,44.9684078
938,"Hollis, Maine",-70.6208974,43.6346754
939,"Hollis, Massachusetts",-70.6208974,43.6346754
940,"Hollis, New Hampshire",-71.5895344,42.7425166
941,"Holliston, Massachusetts",-71.4245049,42.2000966
942,"Holmanstown, Massachusetts",-73.2036898,42.7120196
943,"Homer, New York",-76.1788174,42.6370141
944,"Honeoye, New York",-77.5166873,42.7900604
945,"Hoosack, New York",-73.3286887,42.8611368
946,"Hoosick, New York",-73.3286887,42.8611368
947,"Hope, Maine",-69.1589421,44.2650248
948,"Hope, Massachusetts",-69.1589421,44.2650248
949,"Hope, New York",-74.2431907,43.3036812
950,"Hopeton, New York",-76.9804518,42.6711187
951,"Hopetown, New York",-74.2431907,43.3036812
952,"Hopkington, Rhode Island",-71.7775501,41.4612719
953,"Hopkinton, Massachusetts",-71.5225646,42.2286954
954,"Hopkinton, New York",-74.7032439,44.6903349
955,"Hopkinton, Rhode Island",-71.7775501,41.4612719
956,"Hosack, New York",-74.0059413,40.7127837
957,"Hosick, New York",-73.3286887,42.8611368
958,"Hosicoke, New York",-74.0059413,40.7127837
959,"Houndsfield, New York",-76.0713088,43.950905
960,"Hounsfield, New York",-76.0713088,43.950905
961,"Howard, New York",-77.5088758,42.364237
962,"Hubbardston, Massachusetts",-72.0061877,42.4737009
963,"Hubbardton, Vermont",-73.1845482,43.7073648
964,"Hubbarton, Vermont",-73.1845482,43.7073648
965,"Hudson City, New York",-73.790959,42.2528649
966,"Hudson, New York",-73.790959,42.2528649
967,"Huley, New York",-74.0612519,41.9245368
968,"Hull, Massachusetts",-70.9078346,42.3020647
969,"Hungerford, Vermont",-73.207076,44.479167
970,"Hunter, New York",-74.2187541,42.2136987
971,"Huntingdon, Connecticut",-73.146222,41.2964854
972,"Huntingdon, New York",-74.174698,45.08672
973,"Huntingdon, Vermont",-72.9873459,44.3253512
974,"Huntington, Connecticut",-73.146222,41.2964854
975,"Huntington, New York",-73.425676,40.8681539
976,"Huntington, Vermont",-72.9873459,44.3253512
977,"Huntsburgh, Vermont",-73.110679,44.3292199
978,"Hurley, New York",-74.0612519,41.9245368
979,"Hurly, New York",-74.0612519,41.9245368
980,"Huron, New York",-76.8799617,43.2333993
981,"Hyde Park, New York",-73.9015246,41.7667602
982,"Hyde Park, Vermont",-72.6165192,44.5939318
983,"Hydepark, Vermont",-72.6165192,44.5939318
984,"Ilseborough, Massachusetts",-71.6673352,42.8334794
985,"Industry, Maine",-70.0599702,44.7473347
986,"Industry, Massachusetts",-70.589298,41.700765
987,"Ipswich, Massachusetts",-70.8411558,42.6791832
988,"Ira, New York",-76.5563314,43.2214564
989,"Ira, Vermont",-73.0620512,43.5345134
990,"Irasburg, Vermont",-72.2795489,44.8033816
991,"Irasburgh, Vermont",-72.2795489,44.8033816
992,"Ischua, New York",-78.3997416,42.2475662
993,"Isle Motte, Vermont",-73.3387437,44.8769853
994,"Isle of Motte, Vermont",-73.3387437,44.8769853
995,"Isleboro, Massachusetts",-68.910583,44.302856
996,"Isleborough, Maine",-68.910583,44.302856
997,"Isleborough, Massachusetts",-68.910583,44.302856
998,"Islesboro, Massachusetts",-68.910583,44.302856
999,"Islesborough, Maine",-68.910583,44.302856
1000,"Islesborough, Massachusetts",-68.910583,44.302856
1001,"Islip, New York",-73.2103934,40.7298207
1002,"Jackson, Maine",-69.1208748,44.6147933
1003,"Jackson, Massachusetts",-69.1208748,44.6147933
1004,"Jamaica, New York",-73.807903,40.699683
1005,"Jamaica, Vermont",-72.7784296,43.1003556
1006,"Jamestown, Rhode Island",-71.3711656,41.4963134
1007,"Jamica, Vermont",-72.7784296,43.1003556
1008,"Janesborough, Massachusetts",-73.2281596,42.5173058
1009,"Jay, Maine",-70.2161924,44.5039265
1010,"Jay, Massachusetts",-70.2161924,44.5039265
1011,"Jay, New York",-73.728195,44.3750471
1012,"Jefferson, Maine",-69.4525443,44.2067419
1013,"Jefferson, Massachusetts",-69.4525443,44.2067419
1014,"Jefferson, New York",-74.6102591,42.4813303
1015,"Jericho, New York",-73.5398476,40.7920441
1016,"Jericho, Vermont",-72.9976266,44.5039395
1017,"Jerico, New York",-73.5398476,40.7920441
1018,"Jersey, New York",-74.0867859,40.6415171
1019,"Jerusalem, New York",-77.1715228,42.626429
1020,"Johnson, Vermont",-72.6803979,44.6356063
1021,"Johnston, Rhode Island",-71.512617,41.8205199
1022,"Johnston, Vermont",-72.6803979,44.6356063
1023,"Johnstown, New York",-74.3676356,43.0067399
1024,"Jonesboro, Massachusetts",-67.5724938,44.6625773
1025,"Jonesborough, Maine",-67.5724938,44.6625773
1026,"Jonesborough, Massachusetts",-67.5724938,44.6625773
1027,"Joy, Maine",-69.1059462,44.309073
1028,"Joy, Massachusetts",-69.1059462,44.309073
1029,"Juneus, New York",-76.8951551,42.9787052
1030,"Junius, New York",-76.8951551,42.9787052
1031,"Keen, New York",-73.9259293,40.5874981
1032,"Keene, New Hampshire",-72.2781409,42.933692
1033,"Keene, New York",-73.7920851,44.2561582
1034,"Kellyvale, Vermont",-72.5778415,44.5588028
1035,"Kennebunk Port, Maine",-70.4767274,43.3617327
1036,"Kennebunk, Maine",-70.54399,43.3845306
1037,"Kennebunkport, Maine",-70.4767274,43.3617327
1038,"Kensington, New Hampshire",-70.9439447,42.9270334
1039,"Kent, Connecticut",-73.4769643,41.7247554
1040,"Kent, New York",-78.1355966,43.3285372
1041,"Kenton, Maine",NA,NA
1042,"Killingly, Connecticut",-71.8334145,41.8122401
1043,"Killington, Vermont",-72.7798247,43.6775677
1044,"Killingworth, Connecticut",-72.5645602,41.3581869
1045,"Kilmarnock, Maine",-67.504019,46.1082543
1046,"Kinderhook, New York",-73.6978983,42.3953617
1047,"Kingbury, New York",-73.5315025,43.3636827
1048,"Kingfield, Maine",-70.1539542,44.9592231
1049,"Kingfield, Massachusetts",-71.016645,41.874402
1050,"Kingsberry, New York",-73.5315025,43.3636827
1051,"Kingsburg, New York",-74.1904572,40.4170264
1052,"Kingsbury, New York",-73.5315025,43.3636827
1053,"Kingsfield, Massachusetts",-71.3371808,42.6900673
1054,"Kingston, Massachusetts",-70.7284785,41.9932752
1055,"Kingston, New York",-73.9973608,41.9270367
1056,"Kingston, Vermont",-72.84674,43.9855
1057,"Kingsville, Massachusetts",-71.3824374,42.4072107
1058,"Kingville, Massachusetts",-71.3824374,42.4072107
1059,"Kirby, Vermont",-71.9069249,44.4989626
1060,"Kittery, Maine",-70.736137,43.0881256
1061,"Kittery, Massachusetts",-70.736137,43.0881256
1062,"Knox, Maine",-69.2133749,44.517294
1063,"Knox, Massachusetts",-69.2133749,44.517294
1064,"Knox, New York",-74.115685,42.6711876
1065,"Korthright, New York",-74.7571147,42.4027266
1066,"Kortright, New York",-74.7571147,42.4027266
1067,"Kortwright, New York",-74.7571147,42.4027266
1068,"Lake Pleasant, New York",-74.4126461,43.4709016
1069,"Lancaster, Massachusetts",-71.6731242,42.4556452
1070,"Landgrove, Vermont",-72.8548986,43.2624457
1071,"Lanesborough, Massachusetts",-73.2281596,42.5173058
1072,"Lansingburgh, New York",-73.6695624,42.7845222
